3463551498,1633132680,WD4ELG,FM06be,-9,7.040108,WA4CHQ,FM17ui,23,0,344,249,7,2.3.0,1
3463553958,1633132680,KA7OEI,DN40ao,-29,28.126177,WA7X,DM49ho,30,0,122,336,28,WD_2.10k,1
3463553810,1633132680,KA7OEI-1,DN31uo,-25,28.126182,WA7X,DM49ho,30,0,235,341,28,WD_2.10k,1
3463550995,1633132680,WA9WTK,FN42fk,-26,28.126144,WB2CPU,FN42,23,-4,41,264,28,2.4.0,1
3463552841,1633132680,WA2TP,FN30lu,-20,28.126023,WB2EEE,FN21xh,37,-2,98,121,28,WD_2.10k,1
3463551236,1633132680,N6RY,DM33sp,-26,28.126072,WB4CPJ,EL96wt,23,0,3184,292,28,2.5.0,1
3463553710,1633132680,KFS,CM87tj,-26,1.838079,WB6YRW,CM97,23,0,118,266,1,WD_3.0a,1
3463553755,1633132680,KPH,CM88mc,-7,1.838078,WB6YRW,CM97,23,0,182,293,1,WD_3.0a,1
3463551359,1633132680,K6MCS,CM98hq,-24,14.097120,WD0E,DM79qm,30,2,1446,272,14,2.2.2,1
3463551445,1633132680,K9YWO,EN61fn,-26,14.097114,WD0E,DM79qm,30,2,1459,76,14,2.4.0,1
3463553709,1633132680,KB9AMG,EN52tx,-17,14.097114,WD0E,DM79qm,30,2,1409,69,14,1.6.1-deve,1
3463552712,1633132680,KD0KYA,EN53oa,-16,14.097120,WD0E,DM79qm,30,2,1377,68,14,2.5.0,1
3463553595,1633132680,KFS,CM87tj,-21,14.097113,WD0E,DM79qm,30,2,1561,267,14,WD_3.0a,1
3463554098,1633132680,KK6PR,CN94ik,-18,14.097112,WD0E,DM79qm,30,3,1479,297,14,WD_2.10k,1
3463553001,1633132680,KP4MD,CM98iq,-23,14.097119,WD0E,DM79qm,30,3,1439,272,14,WD_2.10k,1
3463553718,1633132680,KPH,CM88mc,-22,14.097113,WD0E,DM79qm,30,2,1593,270,14,WD_3.0a,1
3463552742,1633132680,WA3TTS,EN90xn,-24,14.097120,WD0E,DM79qm,30,3,2089,79,14,2.5.0-rc5,1
3463551305,1633132680,WB6TOU,CM98tf,-29,14.097113,WD0E,DM79qm,30,3,1369,269,14,2.1.2,1
3463553480,1633132680,WB7ABP,CM88ok,-30,14.097138,WD0E,DM79qm,30,2,1572,271,14,,1
3463552544,1633132680,2E0PYB,JO01is,-27,7.040200,WE2FAT,FN31,23,0,5499,51,7,2.1.2,1
3463553938,1633132680,AB1KW,FN43fe,-12,7.040190,WE2FAT,FN31,23,0,226,32,7,,1
3463552786,1633132680,AJ8S,EM89bt,-9,7.040190,WE2FAT,FN31,23,0,932,262,7,2.1.2,1
3463552412,1633132680,DK6UG,JN49cm,-23,7.040190,WE2FAT,FN31,23,0,6083,52,7,2.2.2,1
3463553789,1633132680,DL0HT,JO43jb,-28,7.040193,WE2FAT,FN31,23,0,5960,48,7,,1
3463553772,1633132680,EA8BFK,IL38bo,-20,7.040190,WE2FAT,FN31,23,0,5464,85,7,WD_2.10k,1
3463552471,1633132680,G7RMG,IO80,-23,7.040193,WE2FAT,FN31,23,1,5296,54,7,2.5.0,1
3463553226,1633132680,G8LCO,IO91vu,-33,7.040217,WE2FAT,FN31,23,0,5437,52,7,SparkSDR,1
3463554046,1633132680,HB9TMC,JN46lj,-22,7.040190,WE2FAT,FN31,23,0,6286,55,7,DS_0.34.1,1
3463552749,1633132680,I0UVN,JN61nl,-28,7.040190,WE2FAT,FN31,23,0,6845,58,7,,1
